id,title,year,director
"PeG6","Hotel Paradiso","1966","Glenville"
"ClL22","Les Uns et les autres","1980","Lelouch"
"ClL20","The Good and the Bad","1977","Lelouch"
"PeG3","Summer and Smoke","1960","Glenville"
"ClL25","Les Miserables","1995","Lelouch"
"RSn10","The Titan: Story of Michelangelo","1951","Snyder"
"ClL23","Edith and Marcel","1983","Lelouch"
"PeG4","Becket","1964","Glenville"
"ADv22","A Perfect Murder","1998","A.Davis"
"MOp30","Banana Peel","1968","Max~Ophuls"
"YRa10","About a Woman Who ...","1974","Rainer"
"WaG10","The Secret Life of Plants","1978","W.Green"
"DLZ10","Spitfire Grill","1996","Zlotoff"
"Z4101","Next of Kin","1944","Unknown41"
"Z4102","The Foreman went to France","1942","Unknown41"
"Z4103","Went Well the Day","1942","Unknown41"
"RZL5","The Divorcee","1930","Leonard"
"Z4104","The First of the Few","1942","Unknown41"
"ETG3","Train of the Suicides","1931","Greville"
"Z5430","The New Kids","1988","Unknown54"
"NiC10","The Last Starfighter","1984","N.Castle"
"ClL10","Life Love Death","1969","Lelouch"
"ADv12","Code of Silence","1988","A.Davis"
"PeL10","Chicken Ron","1999","P.Lord"
"ClL11","Le Rose et le Noir","1970","Lelouch"
"ADv14","The Package","1991","A.Davis"
"ADv15","Under Siege","1992","A.Davis"
"ClL14","Simon the Swiss","1971","Lelouch"
"JS42","Brazil","1944","Santley"
"ClL15","Adventure is Adventure","1972","Lelouch"
"ClL12","The Crook","1971","Lelouch"
"ADv10","Above the Law","1988","A.Davis"
"ClL13","Smic, Smac, Smoc","1971","Lelouch"
"ClL18","Seven Suspects for Murder","1977","Lelouch"
"ClL19","Another Man, another Chance","1977","Lelouch"
"ClL16","La Bonne Anne\'e","1973","Lelouch"
"ClL17","And now My Love","1975","Lelouch"
"MOp22","Lola Montes","1955","Max~Ophuls"
"ADv17","The Fugitive","1993","A.Davis"
"MOp20","Le Plaisir","1952","Max~Ophuls"
"MOp21","Madame de","1953","Max~Ophuls"
"RHn10","The Vampire of Dusseldorf","1964","Hossein"
"OPa1","Othello","1995","O.Parker"
"IML101","Crackpot","1957","J.M.Lucas"
"Z5440","Code Name: Emerald","1988","Unknown54"
"IML102","Malice Domestic","1957","J.M.Lucas"
"IDx10","Pidgeons","1971","Dexter"
"IML100","Jonathan","1956","J.M.Lucas"
"EGU84","Atlantis, The Lost Kingdom","1962","Ulmer"
"ADT12","Ramrod","1947","deToth"
"HoH12","Bad Sister","1931","Henley"
"HoH10","The Big Pond","1930","Henley"
"HKo7","One Hundred Men and a Girl","1937","Koster"
"HLu10","Lady and the Tramp","1955","Luske"
"HKo6","Three Smart Girls","1936","Koster"
"GHl8","Min and Bill","1930","G.Hill"
"MOp11","Yoshimara","1937","Max~Ophuls"
"HKo9","Three Smart Girls Grow Up","1939","Koster"
"ADT18","House of Wax","1953","deToth"
"GHl7","The Big House","1930","G.Hill"
"MOp12","Werther","1938","Max~Ophuls"
"GHl9","The Secret Six","1931","G.Hill"
"MOp15","Caught","1948","Max~Ophuls"
"MOp16","Letter From an Unknown Woman","1948","Max~Ophuls"
"MOp14","The Exile","1947","Max~Ophuls"
"MOp19","La Ronde","1950","Max~Ophuls"
"MOp18","The Reckless Moment","1949","Max~Ophuls"
"Ftu23","Here Is My Heart","1934","Tuttle"
"Z5450","Some Kind of Wonderful","1988","Unknown54"
"Ftu25","The Glass Key","1935","Tuttle"
"IrK25","Robocop II","1990","Kershner"
"SKo1","The Fabulous Baker Boys","1989","Kloves"
"SKo2","Flesh and Bone","1993","Kloves"
"IrK27","Robocop III","1991","Kershner"
"EGU70","The Naked Dawn","1960","Ulmer"
"EBe5","Gold Raiders","1951","Bernds"
"EBe7","Harem Girl","1952","Bernds"
"IEn300","Riders in the Sky","1949","English"
"JAT3","Tiempo de Morir","1989","Triana"
"FRa10","The Assault","1980","Rademakers"
"IrK10","The Eyes of Laura Mars","1978","Kershner"
"IrK14","The Empire Strikes Back","1980","Kershner"
"Z5460","Sister Sister","1988","Unknown54"
"IrK15","Never Say Never Again","1983","Kershner"
"StF13","Committments","1993","Frears"
"AEy11","Gross Misconduct","1993","Egoyan"
"Z9030","Spies, Lies, and Naked Things","1990","UnYear90"
"StF12","Hero","1992","Frears"
"AEy10","Montreal Vue Par","1991","Egoyan"
"AEy13","Sarabande","0","Egoyan"
"StF10","The Grifters","1990","Frears"
"AEy12","Calendar","1993","Egoyan"
"MMj10","The Color of Paradise","1999","Majidi"
"AEy18","Felicia's Journey","1999","Egoyan"
"StF17","The Van","1997","Frears"
"JEu15","Bad Company","1969","Eustache"
"ICd10","The Dark","1979","Cardos"
"AEy14","Exotica","1995","Egoyan"
"StF14","The Snapper","1993","Frears"
"AEy16","The Sweet Hereafter","1997","Egoyan"
"AsL10","Golden Rendezvous","1977","A.Lazarus"
"GTr10","Touched by Love","1980","Trikonis"
"GTr12","Take this Job and Shove it","1981","Trikonis"
"ShT10","Tetsuo, the Iron Man","1989","Tsukamoto"
"JFg20","Forced Vengance","1982","Fargo"
"StF23","Dirty Pretty Things","2000","Frears"
"VeZ10","Fade to Black","1980","Zimmerman"
"Z9040","China Beach","1990","UnYear90"
"StF20","High Fidelity","2000","Frears"
"PvL5","The Wedding","1999","Lungin"
"YMa1","Kuchizuki","1957","Masumura"
"PvL1","Taxi Blues","1990","Lungin"
"DeA10","Jesus of Montreal","1989","Arcand"
"HKr10","The Painted Hills","1951","Kress"
"HLS10","Gog","1954","Strock"
"GvS01","Cocktail Roadhouse","1985","vanSant"
"JFg10","The Enforcer","1976","Fargo"
"SiW12","Free Willy II","1996","Wincer"
"SiW13","The Phantom","1996","Wincer"
"EGU40","Daughter of Dr.~Jekyll","1954","Ulmer"
"Z9050","The Experts","1990","UnYear90"
"SiW10","Lightning Jack","1994","Wincer"
"INS10","The Boys of St.Vincent","1993","J.N.Smith"
"JPd10","Garrincha, Alegria do Povo","1962","deAndrade"
"HKa12","Wihout Memory","1999","Koreada"
"SiW14","Free Willy III: The Rescue","1997","Wincer"
"GHo10","Murder in the Cathedral","1951","Hoellering"
"HKa10","After Life","1999","Koreada"
"CMe1","A World Apart","1991","Menges"
"StW10","Werewolf of London","1935","S.Walker"
"DTa221","Oedipus at Colonus","1985","D.Taylor"
"RjKd10","Bobby","1973","Kapoor"
"HKr20","Lassie's Great Adventure","1962","Kress"
"DTa222","Antigone","1985","D.Taylor"
"VCy10","The Inheritance","1992","Chytilova"
"GvS12","Psycho","1998","vanSant"
"GvS11","Good Will Hunting","1997","vanSant"
"DeR10","Unbecoming Age","1992","Ringel"
"NiC30","Dennis the Menace","1993","N.Castle"
"StW13","Bulldog Drummond's Bride","1939","S.Walker"
"VCy5","Daisies","1992","Chytilova"
"DOR10","The Good Woman of Bangkok","1991","ORourke"
"Z9060","Comperes","1990","UnYear90"
"EHG48","Young and Willing","1942","E.H.Griffith"
"JEu20","La Maman et La Putaine","1973","Eustache"
"EHG50","The Sky's the Limit","1943","E.H.Griffith"
"APy10","The Sword and the Sorcerer","1982","Pyun"
"APy15","Raven Hawk","1996","Pyun"
"HKr30","Lassie","1992","Kress"
"RHo5","Night Shift","1982","R.Howard"
"EGU30","Ruthless","1954","Ulmer"
"RHo1","Grand Theft Auto","1976","R.Howard"
"TNu3","Hedda","1975","Nunn"
"IBa20","The Hard Way","1991","Badham"
"Z9070","Jetsons: The Movie","1990","UnYear90"
"Fro28","Cleopatra","1999","Roddam"
"EHG38","Safari","1940","E.H.Griffith"
"KRu32","Prisoner of Honor","1991","K.Russell"
"KRu30","Whore","1991","K.Russell"
"IBa22","Another Stakeout","1992","Badham"
"IBa23","Point of No Return","1993","Badham"
"EHG30","Next Time We Love","1936","E.H.Griffith"
"KuH29","Wir Wunderkinder","1958","K.Hoffman"
"KFr10","Mad Love","1935","Freund"
"EGU27","The Man from Planet X","1951","Ulmer"
"KRu37","The Insatiable Mrs.~Kirsch","1994","K.Russell"
"KuH25","The Confessions of Felix Krull","1957","K.Hoffman"
"JPd26","Matrimonial Warfare","1975","deAndrade"
"LTu10","Marriage of A young Stockbroker","1971","Turman"
"RHr8","Road House","1990","Herrington"
"EGU20","Detour","1946","Ulmer"
"EGU21","The Strange Woman","1946","Ulmer"
"SSh10","Sudden Death","1985","SigShore"
"IBa10","Dracula","1979","Badham"
"JPd20","Macunaima","1969","deAndrade"
"JDr10","A Kiss Before Dying","1991","J.Dearden"
"LlH10","Just Another Girl on the I.R.T.","1993","L.Harris"
"DTa220","Oedipus the King","1985","D.Taylor"
"IBa16","Short Circuit","1986","Badham"
"EHG20","The Animal Kingdom","1932","E.H.Griffith"
"IBa11","Whose Life is it Anyway?","1981","Badham"
"JqS10","Joy et Joan","1985","Saurel"
"IBa12","War Games","1983","Badham"
"IBa13","Blue Thunder","1983","Badham"
"DTa215","The Final Countdown","1980","D.Taylor"
"EGU17","Bluebeard","1944","Ulmer"
"DTa212","Damien: Omen II","1978","D.Taylor"
"DTa210","Great Scout and Cathouse Thursday","1976","D.Taylor"
"EGU18","Strange Illusion","1945","Ulmer"
"DTa211","The Island of Dr.~Moreau","1977","D.Taylor"
"SGe10","Le retour de l'Idiot","2000","Gedeon"
"EHG15","Holiday","1930","E.H.Griffith"
"KRu12","Altered States","1980","K.Russell"
"IWo15","Countdown in Kung Fu","1973","Woo"
"BJq15","The School of Flesh","1999","Jacquot"
"KuH10","Quax der Bruchpilot","1941","K.Hoffman"
"KRu10","Valentino","1977","K.Russell"
"RPe20","The Long Walk Home","1991","Pearce"
"IWo10","The Young Dragons","1973","Woo"
"BJq10","A Single Girl","1995","Jacquot"
"JZa10","Marvin's Room","1996","Zaks"
"RPe22","Leap of Faith","1992","Pearce"
"FOz20","What About Bob?","1991","Oz"
"FrM10","Sixth Sense","1999","F.Marshall"
"FOz22","Housesitter","1992","Oz"
"JuA106","The West Warlock Time Capsule","1957","Addis"
"KRu16","Crimes of Passion","1984","K.Russell"
"FOz25","In and Out","1997","Oz"
"JuA105","Martha Mason, Movie Star","1957","Addis"
"JuA107","The Indestructible Mr.~Weems","1957","Addis"
"FOz29","The Score","2001","Oz"
"RPe12","Country","1984","Pearce"
"JPB10","Quartier Mozart","1993","Bekolo"
"KRu23","Salome's Last Dance","1988","K.Russell"
"KRu22","The Lair of the White Worm","1988","K.Russell"
"KuH20","I think often of Piroschka","1955","K.Hoffman"
"KRu20","Gothic","1987","K.Russell"
"EvS1","Blind Husbands","1918","vonStroheim"
"LaH10","Dracula's Daughter","1936","Hillyer"
"EvS3","Foolish Wives","1921","vonStroheim"
"EvS2","The Devil's Passkey","1919","vonStroheim"
"EvS5","Greed","1999","vonStroheim"
"PBm2","Men Don't Leave","1989","P.Brickman"
"RgW10","Road Scholar","1993","Weisberg"
"KRu28","Women and Men, Stories of Seduction","1989","K.Russell"
"PBm1","Risky Business","1983","P.Brickman"
"EvS7","The Wedding March","1927","vonStroheim"
"EvS6","The Merry Widow","1925","vonStroheim"
"IdB10","Attack of the Killer Tomatoes","1978","deBello"
"KRu25","Rainbow","1989","K.Russell"
"EvS8","Queen Kelly","1928","vonStroheim"
"IdB14","Killer Tomatoes Strike Back","1990","deBello"
"IdB12","Return of the Killer Tomatoes","1988","deBello"
"IdB16","Killer Tomatoes Eat France","1991","deBello"
"JuD9","Une Carnet de Bal","1937","Duvivier"
"JqB28","Montparnasse 19","1955","J.Becker"
"RoN32","First Monday in October","1981","Neame"
"IWo37","Hard Boiled","1995","Woo"
"YOz75","Floating Weeds","1959","Ozu"
"IWo38","Broken Arrow","1996","Woo"
"DPo1","Between Two Rivers","1960","D.Potter"
"IWo35","Hard Target","1993","Woo"
"DPo2","Stand Up, Nigel Barton","1965","D.Potter"
"DPo3","Son of Man","1969","D.Potter"
"IWo40","Face/Off","1997","Woo"
"DPo4","Follow the Yellow Brick Road","1972","D.Potter"
"RHv7","Critters 2","1991","R.Harvey"
"DPo5","Double Date","1974","D.Potter"
"DPo6","Pennies From Heaven","1978","D.Potter"
"RHv5","Critters","1986","R.Harvey"
"DPo7","The Singing Detective","1986","D.Potter"
"LHa10","What's Eating Gilbert Grape","1993","Hallstrom"
"CBt15","Nightjohn","1997","Burnett"
"RoN30","Hopscotch","1980","Neame"
"LHa17","Chocolat","2000","Hallstrom"
"CBt10","To Sleep with Anger","1990","Burnett"
"LHa16","The Cider House Rules","1999","Hallstrom"
"JqB33","Ali Baba","1957","J.Becker"
"JqB31","Les aventure d'Arsene Lupin","1957","J.Becker"
"RHv9","Critters 3","1991","R.Harvey"
"RoN28","Meteor","1979","Neame"
"RoN22","The Odessa File","1974","Neame"
"JqB38","Le Trou","1960","J.Becker"
"IWo25","A Better Tomorrow","1986","Woo"
"YOz85","Late Autumn","1961","Ozu"
"WDT31","Huckleberry Finn","1920","W.D.Taylor"
"PBo2","Targets","1968","Bogdanovich"
"PeS3","Countess Dracula","1970","Sasdy"
"PeS5","Hands of the Ripper","1971","Sasdy"
"PBo3","The Last Picture Show","1971","Bogdanovich"
"JuD3","Poil de Carotte","1932","Duvivier"
"PBo9","Nickelodeon","1976","Bogdanovich"
"JuD2","Poil de Carotte","1925","Duvivier"
"JuD8","P\'ep\'e le Moko","1937","Duvivier"
"PBo6","Paper Moon","1973","Bogdanovich"
"JuD7","La Belle Equipe","1936","Duvivier"
"CMt10","Daniel Boone","1923","Mitchell"
"PBo5","What's Up, Doc?","1972","Bogdanovich"
"JNo10","Sunday","1997","Nossiter"
"JuD6","Le Golem","1935","Duvivier"
"JuD5","Maria Chapdelaine","1933","Duvivier"
"PBo7","Daisy Miller","1974","Bogdanovich"
"WvD33","Spoilers of the West","1928","VanDyke"
"WDT27","Anne of Green Gables","1919","W.D.Taylor"
"WvD34","Wyoming","1928","VanDyke"
"JfB10","Rear Window","1998","Bleckner"
"WvD36","White Shadows in the South Seas","1928","VanDyke"
"WvD38","Trader Horn","1930","VanDyke"
"NBu10","The Good Fight","1984","Buckner"
"YOz95","Early Autumn","1962","Ozu"
"WDT20","Huck and Tom","1918","W.D.Taylor"
"DFi17","The Game","1997","Fincher"
"DFi15","Seven","1995","Fincher"
"JqB15","Antoine et Antoinette","1947","J.Becker"
"RyK10","School for Sex","1966","Kinoshita"
"DFi10","Alien 3","1992","Fincher"
"LTu30","Second Thoughts","1982","Turman"
"JqB10","Falbalas","1944","J.Becker"
"RyK12","School for Sex","1967","Kinoshita"
"WvD43","Tarzan the Ape Man","1932","VanDyke"
"WDT19","Johanna Enlists","1918","W.D.Taylor"
"JqB18","Rendevouz de Julliet","1949","J.Becker"
"WDT17","Tom Sawyer","1917","W.D.Taylor"
"BnG13","Love Kills","1991","B.Grant"
"BnG12","Sweet Poison","1991","B.Grant"
"WvD49","Forsaking All Others","1934","VanDyke"
"MyH14","American Psycho","2000","Harron"
"WDT10","Going to the San Francisco World's Fair","1916","W.D.Taylor"
"MyH10","I Shot Andy Warhol","1996","Harron"
"ElP30","Investigation of a Citizen above Suspicion","1970","Petri"
"JuF6","Son of Godzilla","1968","Fukuda"
"JqB25","Touchez pas au Grisbi","1953","J.Becker"
"JuF4","Godzilla vs. the Sea Monster","1966","Fukuda"
"JqB23","Rue de l'Estrapade","1952","J.Becker"
"JqB22","Casque d'Or","1952","J.Becker"
"JqB20","Edouard et Caroline","1951","J.Becker"
"AlG30","NKT","1906","Guy"
"WvD50","Manhattan Melodrama","1934","VanDyke"
"WvD51","The Thin Man","1934","VanDyke"
"MaB30","Antefatto","1972","Bava"
"WvD53","Naughty Marietta","1935","VanDyke"
"WvD54","I Live My Life","1935","VanDyke"
"WvD56","San Francisco","1936","VanDyke"
"WvD57","Love on the Run","1936","VanDyke"
"WvD58","Rose Marie","1936","VanDyke"
"FBr60","Zombies of the Stratosphere","1952","Brannon"
"BLw10","The Favor, the Watch, and the Very Big Fish","1992","B.Lewin"
"AKi40","The Amorous Prawn","1962","Kimmins"
"WGi5","Grizzly","1976","Girdler"
"NKo15","Dracos -- The Ogre of Athens","1956","Koundouros"
"PSv2","Stop the World - I Want to Get Off","1966","P.Saville"
"IPC5","The Saint in London","1939","Carstairs"
"PSv1","Contraband Spain","1955","P.Saville"
"WvD60","After The Thin Man","1936","VanDyke"
"NKo10","Magic City","1954","Koundouros"
"WvD64","Marie Antoinette","1938","VanDyke"
"MTo10","The Rapture","1985","Tolkin"
"MwB10","Cremaster 5","1992","Barney"
"WvD65","Sweethearts","1938","VanDyke"
"JBC2","Under Fire","1957","J.B.Clark"
"MaB23","Hatchet for the Honeymoon","1969","Bava"
"WvD67","It's A Wonderful World","1939","VanDyke"
"GrG10","Bitter Bread","1951","Grigoriou"
"CCw10","Vanilla Sky","2001","C.Crowe"
"MaB21","Danger, Diabolik!","1968","Bava"
"WvD69","Another Thin Man","1939","VanDyke"
"JBC6","The Sad Horse","1960","J.B.Clark"
"JBC3","Sierra Baron","1958","J.B.Clark"
"AKi30","The Captain's Paradise","1953","Kimmins"
"FBr50","King of the Rocketmen","1949","Brannon"
"MlB10","Paper Wedding","1989","Brault"
"HuJ10","A Diary for Timothy","1945","Jennings"
"AKi25","Mr.~Denning Drives North","1951","Kimmins"
"ElP10","The Assassin","1961","Petri"
"IrE1","On the Nose","1958","Elman"
"AlG11","Dracula A.D. 1972","1972","A.Gibson"
"AlG10","La F\'ee aux choix","1896","Guy"
"WvD70","Andy Hardy Gets Spring Fever","1939","VanDyke"
"MaB28","Bay of Blood","1971","Bava"
"WvD72","Bitter Sweet","1939","VanDyke"
"RoN17","Scrooge","1970","Neame"
"RoN16","The Prime of Miss Jean Brodie","1968","Neame"
"WvD75","Rage in Heaven","1941","VanDyke"
"AnM37","El Cid","1961","Ant.Mann"
"JKw10","Tough Guys","1986","Kanew"
"VBe10","Marquise","1996","Belmont"
"WvD76","Shadow of the Thin Man","1941","VanDyke"
"AnM35","Cimarron","1960","Ant.Mann"
"MaB12","Kill, Baby, Kill!","1964","Bava"
"WvD78","I Married an Angel","1942","VanDyke"
"AnM34","Man of the West","1958","Ant.Mann"
"WvD79","Cairo","1942","VanDyke"
"AnM33","God's Little Acre","1958","Ant.Mann"
"MaB10","Blood and Black Lace","1964","Bava"
"DGl10","Frosh","1993","Geller"
"BBi10","North Avenue Irregulars","1979","Bilson"
"RoN18","The Poseidon Adventure","1972","Neame"
"LuB20","Pygmalion","1937","Berger"
"MaB15","Planet of the Vampyres","1965","Bava"
"CrM10","The Grass Harp","1997","Mahlin"
"ML10","Easy Living","1937","Leisen"
"AnM40","The Fall of the Roman Empire","1964","Ant.Mann"
"LuB21","Ergens in Nederland","1937","Berger"
"LSP10","Sao Paulo, S.A.","1991","Person"
"Z9010","The Wonder Years","1990","UnYear90"
"PSv8","Mandela","1987","P.Saville"
"EBu8","She's the One","1996","E.Burns"
"PSv7","Shadey","1987","P.Saville"
"Z9020","Black Magic Woman","1990","UnYear90"
"JoM10","Proof","1992","Moorhouse"
"KOl10","White Fang 2, Myth of the White Wolf","1994","Olin"
"PSv9","Wonderland","1989","P.Saville"
"PSv4","The Best House in London","1969","P.Saville"
"PSv3","Oedipus the King","1968","P.Saville"
"LHK5","Le Mans","1971","Katzin"
"PSv6","Those Glory, Glory Days","1983","P.Saville"
"PSv5","Secrets","1971","P.Saville"
"LHK3","Whatever Happened to Aunt Alice?","1969","Katzin"
"EmB10","Brute Charm","1991","Breer"
"DPt1","The Bramble Bush","1959","Petrie"
"RdN10","A Bronx Tale","1993","deNiro"
"DPt2","Raisin in the Sun","1961","Petrie"
"JoM15","A Thousand Acres","1997","Moorhouse"
"DPt3","The Main Attraction","1963","Petrie"
"FC101","Our Mr.Sun","1947","Capra"
"DPt6","The Spy with a Cold Nose","1967","Petrie"
"JuJ2","Emmanuelle, The Joys of a Woman","1975","Jaeckin"
"JLi10","Paris is Burning","1991","Livingston"
"JuJ1","Emmanuelle","1974","Jaeckin"
"JuJ5","Emanuelle in Bangkok","1978","Jaeckin"
"JuJ4","Emanuelle's Amazon Adventure","1977","Jaeckin"
"JuJ3","Black Emanuelle","1976","Jaeckin"
"LuB15","Waltztime in Vienna","1934","Berger"
"PGg11","The Bourne Supremacy","2004","Greengrass"
"NLr10","Beggone Dull Care","1953","McLaren"
"ML23","Practically Yours","1944","Leisen"
"RWF29","Lola","1979","Fassbinder"
"ML24","Kitty","1945","Leisen"
"ChR60","Lost in a Harem","1944","Ch.Reisner"
"RWF26","Despair","1978","Fassbinder"
"RWF27","The Marriage of Maria Braun","1978","Fassbinder"
"RWF28","The Third Generation","1979","Fassbinder"
"BoL10","Meatballs 4","1981","B.Logan"
"RWF21","Mother K\"usters Goes to Heaven","1976","Fassbinder"
"RWF22","Chinese Roulette","1976","Fassbinder"
"RWF23","Bolwieser","1977","Fassbinder"
"RWF24","Martha","1977","Fassbinder"
"JNm64","The Gentleman Caller","1964","J.Newman"
"TaH2","The Idolmaker","1980","Hackford"
"JNm63","Beast in View","1964","J.Newman"
"JNm62","Three Wives Too Many","1964","J.Newman"
"JNm61","Death of A Cop","1963","J.Newman"
"HMD1","Beautiful Thing","1996","McDonald"
"JNm60","Dear Uncle George","1963","J.Newman"
"TDe10","The Bet","1992","T.Demme"
"HuH20","Revolution","1984","Hudson"
"ML30","No Man of her Own","1950","Leisen"
"TDe14","Beautiful Girls","1996","T.Demme"
"AJy20","Santa Sangre","1990","Jodorowsky"
"ML32","The Mating Season","1951","Leisen"
"TaH8","White Nights","1986","Hackford"
"JNm69","The Second Wife","1965","J.Newman"
"JNm68","An Unlocked Window","1965","J.Newman"
"TaH6","Against All Odds","1983","Hackford"
"TDe18","Monument Ave.","1998","T.Demme"
"RmF10","Leprechaun 2","1994","Flender"
"JNm67","Misadventure","1964","J.Newman"
"TaH5","An Officer and a Gentleman","1982","Hackford"
"TDe19","Life","1999","T.Demme"
"JNm66","See the Monkey Dance","1964","J.Newman"
"JBH10","The Bedford Incident","1965","J.B.Harris"
"JNm65","Body in the Barn","1964","J.Newman"
"ML17","Hold Back the Dawn","1941","Leisen"
"LHM3","Batman","1962","Martinson"
"ML18","The Lady is Willing","1942","Leisen"
"LHM1","PT-109","1962","Martinson"
"ML12","The Big Broadcast of 1938","1938","Leisen"
"RWF18","Fox and his friends","1975","Fassbinder"
"SBe10","The Adventures of Tin Tin: The Lure of Black Gold","1990","Bernasconi"
"ML13","Midnight","1939","Leisen"
"ML14","Remember the Night","1940","Leisen"
"AJy12","Topo","1975","Jodorowsky"
"KV1","The Turn in the Road","1918","K.Vidor"
"ML15","Arise, My Love","1940","Leisen"
"ChR50","The Big Store","1941","Ch.Reisner"
"RWF15","Ali: Fear Eats the Soul","1974","Fassbinder"
"RWF16","Effi Briest","1974","Fassbinder"
"SLa2","Moulin Rouge","1934","Lanfield"
"RWF10","The Bitter Tears of Petra von Kant","1972","Fassbinder"
"SLa3","King of Burlesque","1935","Lanfield"
"RWh50","Most Likely to Succeed","1962","Whorf"
"JAx10","Sex Symphony","1992","Alexander"
"RWF20","Satansbraten","1976","Fassbinder"
"HuH15","Greystoke: The Legend of Tarzan, Lord of the Apes","1984","Hudson"
"BJq5","The Disenchanted","1990","Jacquot"
"ElR10","The Last Days of Pompeii","1913","Rodolfo"
"AlZ25","On Her Bed of Roses","1966","Zugsmith"
"HuH10","Chariots of Fire","1981","Hudson"
"AJy10","Magic Mountain","1973","Jodorowsky"
"ML20","No Time for Love","1943","Leisen"
"ML21","Lady in the Dark","1944","Leisen"
"GgE10","The Ugly American","1962","Englund"
"RoL60","If Things Were Different","1980","R.Lewis"
"HFr18","Decameron Nights","1953","Fregonese"
"ChR40","Sophie Lang Goes West","1937","Ch.Reisner"
"GDa10","Trial of the Catonsville 9","1972","G.Davidson"
"RlE5","Eye of the Storm","1991","Emmerich"
"FiC1","Patterns of Power","1956","F.Cook"
"FiC3","Big Hand for a Little Lady","1966","F.Cook"
"RaT20","Campbell's Kingdom","1957","R.Thomas"
"RaT21","Doctor At Large","1957","R.Thomas"
"FiC5","Prudence and the Pill","1968","F.Cook"
"RaT22","A Tale of Two Cities","1957","R.Thomas"
"FiC4","How to Save A Marriage","1967","F.Cook"
"NMv3","Oblomov","1989","Mikhalkov"
"RaT26","The Thirty-nine Steps","1959","R.Thomas"
"JBH30","Boiling Point","1993","J.B.Harris"
"NMv1","Dark Eyes","1987","Mikhalkov"
"ML39","The Girl Most Likely","1957","Leisen"
"JWg10","In the Heat of the Sun","1996","Weng"
"JoK10","Zero Effect","1998","J.Kasdan"
"GP100","M\"adchen in Uniform","1957","G.W.Pabst"
"ITu10","Mac","1992","Turturro"
"TDv10","Distant Voices, Still Lives","1990","T.Davies"
"ChR30","The Show-Off","1934","Ch.Reisner"
"HFr20","Blowing Wild","1953","Fregonese"
"RWF32","Berlin-Alexanderplatz","1979","Fassbinder"
"RWF33","Lili Marleen","1980","Fassbinder"
"RWF35","Veronica Voss","1982","Fassbinder"
"IrK2","The Hoodlum Priest","1961","Kershner"
"IrK7","The Flim Flam Man","1967","Kershner"
"EBz5","Virtue","1932","Buzzell"
"RaT14","Doctor in The House","1954","R.Thomas"
"RaT16","Doctor at Sea","1955","R.Thomas"
"JBH20","Some Call it Loving","1973","J.B.Harris"
"KBu24","Huey Long","1981","Burns"
"DvD10","Hero No.1","1998","Dhavan"
"HFr30","Man in the Attic","1954","Fregonese"
"WeA10","Rushmore","1998","W.Anderson"
"ChR20","Reducing","1932","Ch.Reisner"
"RWh15","Love From A Stranger","1947","Whorf"
"RWh10","Till the Clouds Roll By","1946","Whorf"
"HLg1","The Chaser","1928","Langdon"
"RZe3","Romancing the Stone","1984","Zemeckis"
"MuK10","Caf\'e au Lait","1994","Kassovitz"
"RZe1","Used Cars","1980","Zemeckis"
"HoK5","Big House USA","1954","Koch"
"HoK8","The Girl in Black Stockings","1957","Koch"
"FoB30","Flash Gordon's Trip to Mars","1938","Beebe"
"RZe5","Back to the Future","1985","Zemeckis"
"GeP15","Murder Most Foul","1964","Pollock"
"NMv8","Cllose to Eden","1991","Mikhalkov"
"GeP10","Murder She Said","1963","Pollock"
"KW10","Eyes of a Stranger","1980","Wiederhorn"
"ChR10","Steamboat Bill jnr.","1928","Ch.Reisner"
"EAD10","Vaudeville","1925","Dupont"
"GeP18","Murder Ahoy","1964","Pollock"
"ChR13","Hollywood Revue","1929","Ch.Reisner"
"KBu40","The Civil War","1990","Burns"
"JaS10","What Really Happened","1963","Smight"
"JaS11","The Paragon","1963","Smight"
"JaS12","The Lonely Hour","1963","Smight"
"JaS13","The Dark Pool","1963","Smight"
"KBu45","Empire of the Air","1992","Burns"
"GeP25","Ten Little Indians","1965","Pollock"
"RoL59","Fallen Angel","1980","R.Lewis"
"IrP1","The Most Dangerous Game","1932","Pichel"
"IrP3","She","1935","Pichel"
"FDG10","Once in Paris","1978","Gilroy"
"HFr50","Appaches Last Battle","1964","Fregonese"
"RbW10","Amongst Friends","1994","Weiss"
"FbM10","Cenere","1917","Mari"
"JAn1","The Rainmaker","1956","Anthony"
"GBl10","To Kill a Clown","1972","Bloomfield"
"VF23","The Way of All Flesh","1928","V.Fleming"
"EBz80","Mary Had a Little","1961","Buzzell"
"FoB50","Flash Gordon Conquers the Universe","1940","Beebe"
"JAn2","The Matchmaker","1958","Anthony"
"HPo10","Show Boat","1929","Pollard"
"YZh14","East Palace, West Palace","1998","Y.Zhang"
"VF25","Wolf Song","1929","V.Fleming"
"YZh15","Not One Less","1999","Y.Zhang"
"VF26","The Virginian","1929","V.Fleming"
"StD80","Blame it on Rio","1984","Donen"
"PtF10","Le Fatiche di Ercole","1957","Francisci"
"YZh16","Shower","2000","Y.Zhang"
"JAn6","Tomorrow","1972","Anthony"
"KBu10","Brooklyn Bridge","1981","Burns"
"KeH10","Strictly Business","1991","Hooks"
"GBl20","Nothing Personal","1980","Bloomfield"
"Z1813","Out for Justice","1991","Unknown18"
